City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,sosnovo-ozerskoye,52.5249,111.5418,-3.98,62,13,1.24,RU,1712696071
298,thinadhoo,0.5333,72.9333,29.34,73,90,4.27,MV,1712696071
299,arkhangel'sk,64.5401,40.5433,1.18,100,100,1.0,RU,1712696071
300,canutama,-6.5339,-64.3831,25.58,95,100,0.34,BR,1712696056
301,new norfolk,-42.7826,147.0587,8.84,84,91,1.06,AU,1712696071
302,fale old settlement,-9.3852,-171.2468,30.13,76,95,6.74,TK,1712696071
303,lodwar,3.1191,35.5973,27.89,62,65,2.99,KE,1712696071
304,rio branco,-9.9747,-67.81,29.34,74,75,5.66,BR,1712695821
305,kill devil hills,36.0307,-75.676,23.0,62,75,4.12,US,1712696072
306,cidade velha,14.9167,-23.6167,23.26,73,20,8.75,CV,1712696072
307,madalena,41.2162,-8.3345,10.98,81,26,0.6,PT,1712696072
308,chegdomyn,51.1167,133.0167,-10.89,95,41,0.83,RU,1712696072
309,hakui,36.8833,136.7833,6.23,82,5,2.86,JP,1712696072
310,barra,-11.0894,-43.1417,27.86,60,17,1.72,BR,1712696072
311,rosarito,32.3333,-117.0333,28.29,38,0,5.1,MX,1712695389
312,apricena,41.7839,15.4437,19.05,49,100,4.02,IT,1712696072
313,sironj,24.1,77.7,27.89,34,100,3.47,IN,1712696072
314,sao miguel,-5.4667,-35.3667,27.43,81,98,4.2,BR,1712696073
315,hadibu,12.65,54.0333,26.82,76,22,3.68,YE,1712696073
316,entebbe,0.0644,32.4469,22.18,83,20,0.0,UG,1712696073
317,selma,36.5708,-119.6121,24.02,44,0,1.54,US,1712696073
318,salmon arm,50.6998,-119.3024,11.35,70,89,3.09,CA,1712696073
319,carnot,4.9409,15.8665,26.7,50,57,1.18,CF,1712696073
320,lhasa,29.65,91.1,2.57,44,97,2.38,CN,1712696073
321,labytnangi,66.6572,66.4183,-26.46,98,83,1.26,RU,1712696073
322,polyarnyy,69.1989,33.4478,-3.41,89,100,1.6,RU,1712696074
323,chibougamau,49.9168,-74.3659,10.79,28,0,5.66,CA,1712696074
324,las veredas,23.1388,-109.7075,24.52,50,0,3.13,MX,1712696074
325,vrontados,38.4089,26.1328,19.92,49,0,4.63,GR,1712696074
326,sandnessjoen,66.0217,12.6316,8.06,57,0,2.57,NO,1712696074
327,chandur,19.7333,79.1833,27.0,51,32,2.21,IN,1712696074
328,arraial do cabo,-22.9661,-42.0278,27.98,83,40,2.57,BR,1712696074
329,holualoa,19.6228,-155.9522,24.88,76,0,5.14,US,1712696074
330,catio,11.2833,-15.25,25.12,69,59,3.88,GW,1712696074
331,thompson,55.7435,-97.8558,14.09,23,75,1.54,CA,1712696075
332,de aar,-30.6497,24.0123,11.71,74,57,4.93,ZA,1712696075
333,nakonde,-9.3421,32.745,16.25,97,97,0.89,ZM,1712696075
334,cole harbour,44.6724,-63.4751,4.98,64,75,7.72,CA,1712696075
335,nuuk,64.1835,-51.7216,-2.66,68,0,3.6,GL,1712695816
336,loiza,18.4313,-65.8802,27.14,72,75,6.17,PR,1712696075
337,alofi,-19.0595,-169.9187,25.94,89,40,3.6,NU,1712696075
338,afua,-0.1567,-50.3867,26.68,86,100,2.02,BR,1712696075
339,ha giang,22.8333,104.9833,21.93,95,100,0.72,VN,1712696075
340,kayangel,8.0823,134.7173,27.73,76,100,5.11,PW,1712696075
341,szczebrzeszyn,50.695,22.9795,15.28,74,70,3.18,PL,1712696075
342,visakhapatnam,17.69,83.2093,23.94,88,0,1.03,IN,1712696076
343,whakatane,-37.9585,176.9854,20.84,88,85,2.24,NZ,1712696076
344,solwezi,-12.1688,26.3894,17.6,94,94,1.0,ZM,1712696076
345,suoyarvi,62.0833,32.35,-2.24,98,38,1.34,RU,1712696076
346,bhimunipatnam,17.8833,83.4333,23.73,72,0,2.12,IN,1712696076
347,pisco,-13.7,-76.2167,26.12,65,0,8.75,PE,1712695816
348,jequie,-13.8575,-40.0836,23.52,98,12,1.63,BR,1712696076
349,kiunga,-6.1219,141.2906,23.23,99,100,0.42,PG,1712696076
350,vorkuta,67.5,64.0,-29.78,100,55,1.14,RU,1712696076
351,minot,48.2325,-101.2963,17.06,27,100,5.66,US,1712695834
352,virudunagar,9.6,77.9667,27.22,73,97,3.53,IN,1712696076
353,sarai,53.7458,41.0213,14.21,75,51,3.14,RU,1712696077
354,anadyr,64.75,177.4833,-4.72,86,100,6.0,RU,1712696077
355,inhambane,-23.865,35.3833,24.98,87,76,5.57,MZ,1712696077
356,freetown,8.484,-13.2299,27.84,78,40,6.17,SL,1712696077
357,ola,59.5833,151.2833,-7.15,78,5,3.67,RU,1712696077
358,puerto deseado,-47.7503,-65.8938,9.22,56,82,11.48,AR,1712695890
359,ugoofaaru,5.6667,73.0,29.42,74,41,4.73,MV,1712696077
360,mandalgovi,45.7625,106.2708,3.76,71,3,1.23,MN,1712696077
361,miyako,39.6367,141.9525,2.14,73,2,2.21,JP,1712696077
362,kindu,-2.95,25.95,22.93,90,100,1.16,CD,1712695893
363,ust'-ilimsk,58.0006,102.6619,-4.76,92,100,2.24,RU,1712696020
364,prince rupert,54.3161,-130.3201,8.05,75,40,7.2,CA,1712696078
365,yazd,31.8972,54.3675,24.06,19,20,4.12,IR,1712695831
366,bethanie,-26.4833,17.15,16.95,52,0,4.77,NA,1712696078
367,sao vicente,-23.9631,-46.3919,28.1,63,75,2.24,BR,1712696068
368,dzialdowo,53.2396,20.17,16.38,67,69,4.04,PL,1712696078
369,arkalyk,50.2486,66.9114,5.39,97,95,4.07,KZ,1712696078
370,kulunda,52.566,78.9385,4.61,93,100,3.37,RU,1712696078
371,las heras,-46.5419,-68.9359,12.63,27,1,6.63,AR,1712696078
372,keflavik,64.0049,-22.5624,2.24,64,0,1.03,IS,1712696078
373,kitimat,54.0524,-128.6534,8.84,71,87,2.15,CA,1712696079
374,aykhal,66.0,111.5,-5.92,92,100,8.39,RU,1712696079
375,murzuq,25.9155,13.9184,22.65,14,0,4.35,LY,1712696079
376,taltal,-25.4,-70.4833,20.31,72,21,3.32,CL,1712696079
377,tokar,18.4254,37.729,26.3,57,13,2.65,SD,1712696079
378,al jumum,21.6169,39.6981,27.51,26,10,1.89,SA,1712696079
379,compostela,7.6731,126.0889,22.71,92,91,1.13,PH,1712696079
380,hutchinson island south,27.2995,-80.2205,26.69,62,75,8.23,US,1712696079
381,kodinsk,58.6881,99.1844,0.24,97,100,2.1,RU,1712696079
382,fort st. john,56.2499,-120.8529,5.94,56,75,9.26,CA,1712695939
383,sao felix do xingu,-6.6447,-51.995,26.53,89,88,0.76,BR,1712696080
384,fortuna,40.5982,-124.1573,14.99,79,100,5.14,US,1712695622
385,nadvoitsy,63.8667,34.3167,1.5,96,100,1.62,RU,1712696080
386,obo,5.3998,26.4869,24.78,47,7,1.33,CF,1712696080
387,fort bragg,35.139,-79.006,21.91,63,75,6.69,US,1712696013
388,bikenibeu village,1.3673,173.1241,26.98,94,100,4.12,KI,1712696080
389,vilyeyka,54.4896,26.9062,15.34,81,8,2.55,BY,1712696080
390,valparaiso,-33.0393,-71.6273,23.97,76,40,4.12,CL,1712695942
391,la tuque,47.4334,-72.7824,15.14,15,66,1.54,CA,1712696080
392,east foothills,37.3811,-121.8175,26.6,36,0,3.58,US,1712696080
393,kalinovskaya,43.5758,45.5192,13.58,91,36,1.91,RU,1712696080
394,buka,40.8108,69.1986,11.56,70,8,2.5,UZ,1712696081
395,sutysky,49.0425,28.4173,14.04,55,96,3.6,UA,1712696081
396,sinabang,2.4803,96.3801,24.52,94,100,0.4,ID,1712696081
397,puerto baquerizo moreno,-0.9,-89.6,29.55,84,40,6.69,EC,1712696081
398,qusar,41.4273,48.4289,9.92,77,57,1.06,AZ,1712696081
399,kargopol',61.5071,38.9456,2.27,95,100,1.07,RU,1712696081
400,jucas,-6.5253,-39.5275,28.06,61,66,1.37,BR,1712696081
401,wenling,28.3669,121.36,12.08,81,63,2.89,CN,1712696081
402,ndende,-2.4008,11.3581,24.54,96,99,0.49,GA,1712696081
403,uddevalla,58.3478,11.9424,8.51,95,100,3.55,SE,1712696081
404,caraballeda,10.6112,-66.8522,31.04,70,20,1.54,VE,1712696082
405,margate,51.3813,1.3862,9.93,63,8,2.68,GB,1712696082
406,bonthe,7.5264,-12.505,27.01,83,58,3.55,SL,1712696082
407,petropavlovsk-kamchatsky,53.0452,158.6483,2.47,82,100,7.0,RU,1712696082
408,karagandy,49.8019,73.1021,4.97,91,100,6.28,KZ,1712695828
409,nova vicosa,-17.8919,-39.3719,26.07,81,31,2.81,BR,1712695938
410,kochubey,44.3861,46.5825,11.06,87,70,6.12,RU,1712696082
411,palikir - national government center,6.9248,158.1611,27.41,83,100,4.63,FM,1712696083
412,tura,25.5198,90.2201,23.83,36,66,1.84,IN,1712696083
413,ambon,-3.6954,128.1814,28.26,95,20,2.57,ID,1712696083
414,minas de marcona,-15.2119,-75.1103,20.28,68,61,7.23,PE,1712696083
415,mil'kovo,55.6078,37.7956,15.19,83,100,2.54,RU,1712696083
416,mount pearl,47.5166,-52.7813,0.47,93,100,8.23,CA,1712696083
417,nikolayevsk-on-amure,53.1406,140.73,-4.93,90,75,1.85,RU,1712696083
418,egilsstadir,65.2653,-14.3948,-0.05,86,75,5.66,IS,1712696083
419,kete krachi,7.7939,-0.0498,29.95,66,100,4.63,GH,1712696083
420,nagqu,31.5,92.0,-7.33,84,100,6.78,CN,1712696083
421,al khums,32.6486,14.2619,18.17,54,100,5.32,LY,1712696083
422,boende,-0.2167,20.8667,25.3,72,15,0.9,CD,1712696084
423,sao caetano de odivelas,-0.75,-48.02,26.5,86,93,2.41,BR,1712696084
424,hovd,48.0056,91.6419,7.58,47,100,2.25,MN,1712696084
425,selfoss,63.9331,-20.9971,2.25,91,100,3.66,IS,1712696084
426,sabang,5.8933,95.3214,28.56,77,93,1.21,ID,1712696084
427,hasaki,35.7333,140.8333,6.27,51,48,9.87,JP,1712696084
428,cockburn town,21.4612,-71.1419,24.33,61,40,8.32,TC,1712696084
429,yuanlin,30.4151,112.8859,14.71,91,33,0.46,CN,1712696066
430,ostersund,63.1792,14.6357,8.25,61,100,5.14,SE,1712695950
431,santiago acutzilapan,19.7833,-99.6833,22.78,15,100,7.43,MX,1712696084
432,solnechnyy,50.7214,136.6319,-0.54,79,4,2.1,RU,1712696084
433,pitimbu,-7.4706,-34.8086,28.33,85,100,6.32,BR,1712696085
434,tremonton,41.7119,-112.1655,12.01,61,98,4.92,US,1712695882
435,shengli,37.4564,118.4856,10.61,46,100,0.8,CN,1712696085
436,barkhan,29.8977,69.5256,20.86,19,43,1.6,PK,1712696085
437,san sebastian de la gomera,28.0916,-17.1133,21.2,64,0,3.6,ES,1712695875
438,zhanaozen,43.3,52.8,15.64,46,76,4.49,KZ,1712696085
439,carnarvon,-24.8667,113.6333,25.3,40,0,6.38,AU,1712696085
440,crucecita,-28.95,-58.9833,25.92,71,54,1.36,AR,1712696085
441,acarau,-2.8856,-40.12,26.92,86,99,3.62,BR,1712696085
442,balikpapan,-1.2675,116.8289,24.25,95,100,2.3,ID,1712696085
443,nizhniy kuranakh,58.8353,125.4869,-8.06,98,100,0.96,RU,1712696085
444,mangochi,-14.4782,35.2645,23.15,85,90,0.37,MW,1712696086
445,idri,27.5,13.2667,22.19,17,0,4.0,LY,1712696086
446,serdar,38.9764,56.2757,19.09,42,5,7.9,TM,1712696086
447,tra vinh,9.9347,106.3453,27.19,70,49,4.02,VN,1712696086
448,altai,46.3722,96.2583,3.25,30,64,5.37,MN,1712696086
449,burang,30.25,81.1667,-13.32,88,20,0.57,CN,1712696086
450,tobruk,32.0836,23.9764,16.92,67,0,5.95,LY,1712696086
451,motueka,-41.1333,173.0167,18.39,84,83,0.36,NZ,1712696087
452,arcadia,34.1397,-118.0353,29.06,18,0,1.79,US,1712696062
453,tateyama,34.9833,139.8667,8.94,61,100,5.99,JP,1712696087
454,bac lieu,9.285,105.7244,28.19,67,64,6.9,VN,1712696087
455,viedma,-40.8135,-62.9967,12.87,38,4,5.34,AR,1712696087
456,saint johns,29.8961,-81.4165,27.29,65,0,6.69,US,1712696087
457,dali,25.7,100.1833,12.97,66,4,2.35,CN,1712696087
458,isiro,2.7739,27.616,20.49,92,72,1.08,CD,1712696087
459,smara,26.7384,-11.6719,19.85,63,0,7.18,EH,1712696087
460,selkirk,50.1436,-96.8845,13.38,49,50,2.24,CA,1712696087
461,buala,-8.145,159.5921,28.67,77,99,2.49,SB,1712696087
462,gaiman,-43.2897,-65.4929,14.53,20,34,6.69,AR,1712696088
463,malinyi,-8.9333,36.1333,22.54,98,99,0.93,TZ,1712696088
464,haiku-pauwela,20.9219,-156.3051,27.34,67,20,8.23,US,1712696088
465,al jawf,29.5,38.75,19.34,28,49,7.02,SA,1712696088
466,san andres,12.5847,-81.7006,31.01,66,20,7.2,CO,1712696088
467,kataba,13.9833,44.3833,18.15,71,50,0.45,YE,1712696088
468,ulladulla,-35.35,150.4667,11.82,70,31,5.88,AU,1712696088
469,shimoda,34.6667,138.95,8.39,64,91,6.83,JP,1712696088
470,cambria,35.5641,-121.0808,25.23,59,0,3.88,US,1712695935
471,taluksangay,6.9542,122.1839,26.64,79,100,1.52,PH,1712696088
472,n'zeto,-7.2312,12.8666,26.74,88,31,2.66,AO,1712696089
473,el nido,11.1858,119.3956,27.46,80,83,3.56,PH,1712696089
474,port alfred,-33.5906,26.891,16.21,99,99,4.47,ZA,1712696089
475,limassol,34.675,33.0333,15.04,77,20,1.54,CY,1712696089
476,atherton,53.5237,-2.4935,9.12,74,0,0.89,GB,1712696089
477,tara,56.8944,74.371,-2.17,96,99,1.84,RU,1712696089
478,rio preto da eva,-2.6994,-59.6997,23.97,98,100,1.39,BR,1712696089
479,i-n-salah,27.1935,2.4607,32.99,8,1,3.39,DZ,1712696089
480,nantucket,41.2835,-70.0995,17.08,56,0,3.6,US,1712696089
481,newman,37.3138,-121.0208,22.91,44,0,1.79,US,1712696089
482,kibakwe,-6.7167,36.3667,18.53,95,100,1.26,TZ,1712696090
483,progreso,21.2833,-89.6667,36.09,45,95,5.01,MX,1712696090
484,la mira,18.035,-102.3266,29.28,48,67,6.02,MX,1712696090
485,mantua,45.1667,10.7833,17.21,87,100,0.45,IT,1712696090
486,mananara,-16.1667,49.7667,23.67,93,50,1.72,MG,1712696090
487,trebon,49.0036,14.7707,11.76,86,100,7.26,CZ,1712696090
488,luanda,-8.8368,13.2343,27.0,87,40,2.57,AO,1712695449
489,bridlington,54.0831,-0.1919,9.45,78,76,3.58,GB,1712696090
490,childress,34.4264,-100.204,11.14,87,100,7.2,US,1712695795
491,al hazm,16.1641,44.7769,27.77,46,55,4.73,YE,1712696090
492,bischofswerda,51.1277,14.1797,10.53,91,100,8.03,DE,1712696090
493,levuka,50.1834,-105.4011,15.85,33,40,3.09,CA,1712696091
494,fortaleza,-3.7227,-38.5247,29.56,79,40,3.6,BR,1712695446
495,nueva gerona,21.8833,-82.8,28.03,63,21,7.74,CU,1712696091
496,chita,52.0333,113.55,-11.06,73,3,1.0,RU,1712696091
497,ravenna,44.4167,11.9833,19.39,91,98,3.67,IT,1712696091
498,indramayu,-6.3264,108.32,27.02,82,99,2.23,ID,1712696091
499,mount gambier,-37.8333,140.7667,12.98,87,100,1.91,AU,1712696091
500,andergrove,-21.0833,149.1833,18.69,65,80,6.62,AU,1712696091
501,trencin,48.8333,18.25,19.36,74,65,1.66,SK,1712696091
502,malango,-2.9627,119.9001,20.11,100,100,0.4,ID,1712696091
503,katsuura,35.1333,140.3,9.57,55,93,9.1,JP,1712696091
504,vangaindrano,-23.35,47.6,23.93,93,33,4.25,MG,1712696092
505,leirvik,59.7798,5.5005,8.13,88,100,2.2,NO,1712696092
506,egersund,58.4513,5.9997,8.94,91,100,8.6,NO,1712696092
507,culpeper,38.5004,-77.9664,26.67,34,75,3.09,US,1712696092
508,ibotirama,-12.1853,-43.2206,28.43,56,79,1.23,BR,1712696092
509,saudarkrokur,65.7461,-19.6394,-0.98,86,100,0.8,IS,1712696092
510,san antonio de pale,-1.4014,5.6325,27.91,77,15,3.5,GQ,1712696092
511,birjand,32.8663,59.2211,14.26,38,0,6.17,IR,1712695986
512,feijo,-8.1642,-70.3536,29.52,78,63,1.22,BR,1712695805
513,at taj,24.2049,23.2857,19.43,28,97,4.77,LY,1712696092
514,chinchilla,-26.75,150.6333,11.68,76,0,0.89,AU,1712696092
515,gizo,-8.103,156.8419,28.75,76,98,2.64,SB,1712696093
516,farsan,32.2569,50.561,11.02,43,100,1.99,IR,1712696093
517,cam ranh,11.9214,109.1591,27.98,74,40,5.66,VN,1712696093
518,slave lake,55.2834,-114.769,6.99,42,0,5.14,CA,1712695936
519,kailua-kona,19.6406,-155.9956,26.39,75,0,5.14,US,1712695908
520,port blair,11.6667,92.75,28.02,89,20,1.03,IN,1712696093
521,la sarre,48.8002,-79.1996,17.03,52,100,5.41,CA,1712696093
522,parauapebas,-6.0675,-49.9022,29.99,78,20,0.0,BR,1712696094
523,churachandpur,24.3333,93.6667,16.61,45,100,0.97,IN,1712696094
524,berezovyy,51.6667,135.7,-3.99,79,5,2.47,RU,1712696094
525,lambarene,-0.7001,10.2406,25.55,91,100,0.53,GA,1712696094
526,doctor juan leon mallorquin,-25.4,-55.2667,28.85,61,40,1.83,PY,1712696094
527,grand falls-windsor,48.9332,-55.6649,0.28,74,62,3.58,CA,1712696094
528,guerrero negro,27.9769,-114.0611,20.45,48,0,7.11,MX,1712696080
529,samraong,12.4526,105.5873,25.41,82,49,1.02,KH,1712696094
530,kerman,30.2832,57.0788,13.92,47,20,2.06,IR,1712696038
531,giridih,24.1833,86.3,26.48,31,89,1.37,IN,1712696094
532,santa catalina,9.3337,122.8637,25.85,81,40,3.45,PH,1712696094
533,yelizovo,53.1873,158.3805,3.22,80,100,7.0,RU,1712696094
534,palmer,42.1584,-72.3287,23.65,16,40,2.06,US,1712696095
535,hobyo,5.3505,48.5268,28.42,70,65,5.52,SO,1712696095
536,yarmouth,41.7057,-70.2286,14.52,59,0,6.26,US,1712696095
537,rongelap,11.1635,166.8941,27.05,83,100,9.39,MH,1712696095
538,kalkaman,51.9525,76.0211,6.05,89,100,5.63,KZ,1712696095
539,rupert,42.6191,-113.6772,13.99,35,0,6.17,US,1712695952
540,greenville,35.6127,-77.3663,22.09,65,0,3.09,US,1712696073
541,horta,38.5333,-28.6333,17.23,93,75,10.28,PT,1712696095
542,choma,-16.8065,26.9531,19.25,81,53,0.67,ZM,1712696095
543,veraval,20.9,70.3667,25.49,70,11,5.16,IN,1712696095
544,port isabel,26.0734,-97.2086,29.02,79,75,8.75,US,1712696095
545,revda,56.801,59.9303,-0.53,94,92,2.74,RU,1712696096
546,sorong,-0.8833,131.25,26.33,84,100,2.19,ID,1712696096
547,the bottom,17.6259,-63.2492,26.31,80,49,9.47,BQ,1712696096
548,qamdo,31.1667,97.2333,-1.6,55,84,2.91,CN,1712696096
549,el rosario,24.2556,-107.1828,28.68,25,0,6.01,MX,1712696096
550,labuan,5.2767,115.2417,28.2,94,20,2.06,MY,1712696096
551,kristiansund,63.1115,7.732,9.03,81,75,1.54,NO,1712696096
552,gafanha da nazare,40.6362,-8.7134,12.53,72,17,7.59,PT,1712696096
553,mogadishu,2.0371,45.3438,28.97,74,39,4.73,SO,1712696096
554,coesfeld,51.9333,7.15,10.62,80,79,7.63,DE,1712696096
555,alamos,27.0167,-108.9333,25.88,11,0,3.32,MX,1712696097
556,goure,13.9835,10.2704,29.01,16,98,2.25,NE,1712696097
557,molchanovo,57.5817,83.7692,-0.19,96,100,2.56,RU,1712696097
558,crane,31.3974,-102.3501,15.86,64,57,8.85,US,1712696097
559,flin flon,54.7682,-101.865,14.91,36,75,2.57,CA,1712696097
560,novyy urengoy,66.0833,76.6333,-25.22,98,7,4.0,RU,1712696097
561,naze,28.3667,129.4833,18.51,66,99,6.87,JP,1712695904
562,arteche,12.2645,125.4048,25.39,88,96,3.27,PH,1712696097
563,upington,-28.4478,21.2561,16.21,63,0,2.57,ZA,1712696097
564,howrah,22.5892,88.3103,27.0,74,40,2.06,IN,1712696097
565,tanque verde,32.2517,-110.7373,23.14,24,0,5.66,US,1712696097
566,uthal,25.8072,66.6219,25.43,66,81,2.8,PK,1712696098
567,chernyshevskiy,63.0128,112.4714,-8.18,92,78,3.84,RU,1712696098
568,nandurbar,21.3667,74.25,27.0,50,72,7.13,IN,1712696098
569,la'ie,21.6477,-157.9253,27.98,71,14,8.7,US,1712696024
570,puerto aysen,-45.4,-72.7,8.21,84,93,1.23,CL,1712696098
571,smithers,54.7804,-127.1743,8.18,36,75,4.63,CA,1712696098
572,nouadhibou,20.931,-17.0347,22.99,60,0,9.77,MR,1712696098
573,gaspe,48.8334,-64.4819,3.12,38,20,5.14,CA,1712695956
574,lydenburg,-25.0978,30.4597,13.82,90,62,1.94,ZA,1712696098
575,santa elena,-2.2333,-80.85,29.75,70,0,4.63,EC,1712696099
576,ta`u,-14.2336,-169.5144,29.46,79,97,5.91,AS,1712696099
577,sao jose da coroa grande,-8.8978,-35.1478,26.61,85,89,4.3,BR,1712695827
578,plavinas,56.6178,25.7255,15.69,90,47,1.41,LV,1712696099
579,siuna,13.7332,-84.7773,30.97,51,100,3.63,NI,1712696099
580,timbuktu,16.7735,-3.0074,33.61,21,33,2.34,ML,1712696099
581,hell-ville,-13.4,48.2667,28.59,77,69,1.95,MG,1712696059
582,plastun,44.7561,136.2939,-0.55,47,0,2.61,RU,1712696099
583,bayanhongor,46.7167,100.1167,-1.49,58,35,1.57,MN,1712696099
584,semirara,12.0697,121.3986,27.45,78,94,9.29,PH,1712696099
585,kisangani,0.5167,25.2,21.85,97,94,1.13,CD,1712696100
586,santiago de cao,-7.9589,-79.2392,23.07,83,56,5.66,PE,1712696100
587,shitanjing,39.2342,106.3439,8.25,39,80,3.02,CN,1712696100
588,puerto madero,14.7208,-92.4215,30.63,62,34,5.02,MX,1712696100
589,impfondo,1.6381,18.0667,24.01,85,19,0.8,CG,1712696100
590,necochea,-38.5473,-58.7368,13.13,62,100,5.53,AR,1712695885
591,lae,-6.7221,146.9847,24.4,84,100,2.33,PG,1712696100
592,zeerust,-25.5369,26.0751,14.16,57,0,3.85,ZA,1712696100
593,muroto-misakicho,33.2833,134.15,10.97,63,5,6.13,JP,1712696100
594,barabai,-2.5833,115.3833,23.46,97,100,0.34,ID,1712696100
595,tshela,-4.9833,12.9333,24.04,98,100,0.21,CD,1712696101
596,mtwara,-10.2667,40.1833,24.63,100,75,2.06,TZ,1712696101
